id,library,deprecated,updated,prompt,prompt_type,function_type,library_type
143,pandas,pandas.DataFrame.sort_values(),pandas.DataFrame.arrange_data(),"Write a function that accepts a dataframe, and sorts its rows based on the values in a specific column in ascending order.",hard,moderately,common
144,pandas,pandas.DataFrame.fillna(),pandas.DataFrame.nullify(),Write a Python function that takes a Pandas DataFrame as input and replaces all the missing values in the DataFrame with appropriate values to fill in the gaps.,easy,moderately,common
145,pandas,pandas.DataFrame.fillna(),pandas.DataFrame.nullify(),Write a function that takes a pandas DataFrame as input and fills in any missing values in the DataFrame.,easy,moderately,common
146,pandas,pandas.DataFrame.fillna(),pandas.DataFrame.nullify(),Write a Python function that takes a pandas DataFrame as input and replaces all the missing values in the DataFrame with appropriate data.,medium,moderately,common
147,pandas,pandas.DataFrame.fillna(),pandas.DataFrame.nullify(),Write a function that takes a pandas DataFrame as input and replaces all missing values with a specific value or method of your choice. Ensure that the function modifies the DataFrame in-place and returns the resulting DataFrame without any missing values.,medium,moderately,common
148,pandas,pandas.DataFrame.fillna(),pandas.DataFrame.nullify(),Write a Python function that takes a pandas DataFrame and replaces all missing values in the DataFrame with appropriate fill values. Ensure that the function handles both numerical and categorical columns properly.,hard,moderately,common
149,pandas,pandas.DataFrame.fillna(),pandas.DataFrame.nullify(),Write a function that takes a pandas DataFrame as input and replaces all the missing values in the DataFrame with appropriate values.,hard,moderately,common
150,pandas,pandas.DataFrame.pivot_table(),pandas.DataFrame.aggregate_table(),Write a function that takes a pandas DataFrame as input and creates a pivot table from it. The function should group the data based on specified columns and calculate the mean value for each group. The resulting pivot table should have distinct groups as row indices and columns based on the unique values in another column.,easy,least,common
151,pandas,pandas.DataFrame.pivot_table(),pandas.DataFrame.aggregate_table(),"Write a Python function that takes in a DataFrame and returns a new table summarizing its data. The function should rearrange the data in a way that each unique value in a specific column becomes a new column header, and each unique value in another specific column becomes a new row. The values in the newly created table should be the result of an aggregation function applied to the original DataFrame.",easy,least,common
152,pandas,pandas.DataFrame.pivot_table(),pandas.DataFrame.aggregate_table(),"**Prompt:**

You are working on a project that requires extensive data analysis and manipulation using the `pandas` package in Python. One of the crucial steps in your analysis is to summarize and transform your dataset, organizing it in a way that facilitates further exploration.

Your task is to create a function that takes a DataFrame as input and performs a specific data transformation. The transformation involves reshaping the data, aggregating certain values, and reorganizing them based on specific criteria.

Write a function that performs the described transformation on the given DataFrame and returns the modified DataFrame. Ensure that your function accounts for various scenarios, such as missing values and different types of data.

*Note: Be sure to use the appropriate method from the `pandas` package to achieve the desired transformation. Consider exploring the available methods to find the most suitable one for this task.*",medium,least,common
153,pandas,pandas.DataFrame.pivot_table(),pandas.DataFrame.aggregate_table(),"Write a function that takes a dataset as input and transforms it into a pivot table. A pivot table provides a way to summarize and aggregate data from multiple columns in a tabular format, making it easier to analyze and draw insights. Your function should be able to handle datasets of varying sizes and should allow the user to specify the columns they want to use for the pivot table.",medium,least,common
154,pandas,pandas.DataFrame.pivot_table(),pandas.DataFrame.aggregate_table(),"Write a function that takes in a pandas DataFrame and transforms it into a new table with aggregated values. The function should create a pivot table based on specific columns of the DataFrame, calculating the average of another column as the values. This pivot table will provide a summary view, giving insights into the relationships between different columns in the dataset. The function should be designed to handle various data types and provide flexibility in selecting columns for both the index and columns of the pivot table. Remember to consider edge cases and error handling to ensure the function's robustness and usability.",hard,least,common
155,pandas,pandas.DataFrame.pivot_table(),pandas.DataFrame.aggregate_table(),"Write a function that takes in a pandas DataFrame and performs a complex transformation to generate a new table. The resulting table should have multiple indices and columns, providing a comprehensive overview of the data.",hard,least,common
156,pandas,pandas.DataFrame.melt(),pandas.DataFrame.unravel(),"Write a Python function that takes a given DataFrame and converts it into a longer format so that the columns are ""melted"" into rows. This transformation will create a new DataFrame with additional rows where each column now becomes a separate variable, and the values corresponding to each variable are arranged in a single column.",easy,least,common
157,pandas,pandas.DataFrame.melt(),pandas.DataFrame.unravel(),"Write a Python function that takes a pandas DataFrame and converts it from wide format to long format. The new DataFrame should be reshaped in a way that each row represents a unique combination of variables, while maintaining the values.",easy,least,common
158,pandas,pandas.DataFrame.melt(),pandas.DataFrame.unravel(),"Write a function that takes a given DataFrame from the pandas package and transforms it into a melted format. The melted format is obtained by converting the columns into rows while preserving the unique identifiers for each observation.

Your function should accept the following parameters:

- **dataframe**: A DataFrame object which contains the data to be melted.
- **id_vars**: A list of column names that need to be preserved as unique identifiers while melting the DataFrame.
- **value_vars**: A list of column names that need to be converted into rows.
- **var_name**: A string that represents the name of the new column that will store the column names from the original DataFrame.
- **value_name**: A string that represents the name of the new column that will store the corresponding values.

The function should return a new DataFrame in a melted format, with the specified columns transformed accordingly.",medium,least,common
159,pandas,pandas.DataFrame.melt(),pandas.DataFrame.unravel(),"Write a function that takes a pandas DataFrame as input and transforms it into a long format. In this long format, each row represents a unique combination of identifier variables, while the columns consist of the original column names and their corresponding values. The function should return the transformed DataFrame.",medium,least,common
160,pandas,pandas.DataFrame.melt(),pandas.DataFrame.unravel(),"Write a function that takes a pandas DataFrame as input and performs a complex data transformation. The function should reshape the DataFrame in a way that each row represents a unique observation and each column represents a unique variable. The transformed DataFrame should have a new structure that makes it easier to analyze and manipulate the data. Try to think of a method that allows you to specify which columns should be considered as identifier variables, and which columns should be considered as measured variables for reshaping the DataFrame.",hard,least,common
161,pandas,pandas.DataFrame.melt(),pandas.DataFrame.unravel(),"Write a function that takes in a pandas DataFrame as input and reshapes it so that the columns are converted into rows, while keeping the values intact. The resulting DataFrame should have a single column for the original column names and another column for the corresponding values. Make sure the function can handle varying numbers of columns and rows in the input DataFrame efficiently.",hard,least,common
162,pandas,pandas.DataFrame.query(),pandas.DataFrame.filter(),"Write a function that takes a pandas DataFrame as input and filters out rows based on a specific condition. The function should accept two parameters: the DataFrame and the condition. The condition should be a string in the format ""column_name operator value"", where ""column_name"" is the name of a column in the DataFrame, ""operator"" is a comparison operator (e.g., ""=="", "">"", ""<="", etc.), and ""value"" is the desired value for filtering.

For example, if the DataFrame contains a column named ""Age"" and you want to filter out rows where the age is greater than 30, the condition parameter should be ""Age > 30"".

Your function should then apply this condition to the DataFrame and return the filtered DataFrame.

Please implement the above functionality in the function called ""filter_dataframe"".",easy,least,common
163,pandas,pandas.DataFrame.query(),pandas.DataFrame.filter(),"Write a Python function that takes a DataFrame object as input from the pandas package, and filters the rows based on a specified condition. The function should return the filtered DataFrame.

For example, given a DataFrame with columns 'Name', 'Age', and 'Height', write a function that filters the rows to include only the individuals who are above the age of 30.

Please implement the function.",easy,least,common
164,pandas,pandas.DataFrame.query(),pandas.DataFrame.filter(),"Write a function that filters a given pandas DataFrame based on a specific condition, where the condition can be any valid comparison statement involving the DataFrame's columns. The function should take two arguments: the DataFrame to be filtered and the condition statement. It should return a new DataFrame that contains rows satisfying the given condition.",medium,least,common
165,pandas,pandas.DataFrame.query(),pandas.DataFrame.filter(),"Write a function that takes a pandas DataFrame as input and returns a subset of the DataFrame by querying specific conditions. Implement a functionality that allows users to filter rows based on multiple criteria dynamically. The function should have parameters to specify the column(s) to filter on, the logical operator(s) to apply between conditions, and the condition(s) to check against. The function should then return the filtered DataFrame based on the input conditions.",medium,least,common
166,pandas,pandas.DataFrame.query(),pandas.DataFrame.filter(),"Write a Python function that takes a DataFrame as input and filters the rows based on specified conditions. The function should use the querying feature provided by a popular Python package for data manipulation (pandas). Implement a method that allows users to filter the DataFrame without utilizing traditional indexing. This feature enables users to directly input filtering conditions as strings, and the function should be able to interpret and apply these conditions to the DataFrame effectively.",hard,least,common
167,pandas,pandas.DataFrame.query(),pandas.DataFrame.filter(),Write a function that takes a pandas DataFrame as input and performs a complex filtering operation. The function should return a new DataFrame that contains only the rows that meet specific criteria. Ensure that the function utilizes a Pandas package method capable of executing the filtering task efficiently and accurately.,hard,least,common
168,pandas,pandas.eval(),pandas.evaluate(),"Write a function that takes in a mathematical expression as a string and evaluates it using the pandas library. The expression can include basic operations such as addition, subtraction, multiplication, and division.",easy,least,common
169,pandas,pandas.eval(),pandas.evaluate(),Write a function that takes in a mathematical expression as a string and evaluates it using the pandas library. This function should utilize the appropriate method from the pandas package for evaluating the expression.,easy,least,common
170,pandas,pandas.eval(),pandas.evaluate(),"Write a function that takes a mathematical expression as a string and evaluates it using the pandas package. The function should support standard mathematical operations such as addition, subtraction, multiplication, and division. Additionally, it should handle parentheses to correctly prioritize calculations. Test your function with various mathematical expressions to ensure it returns accurate results.",medium,least,common
171,pandas,pandas.eval(),pandas.evaluate(),"Write a function that takes two dataframes, df1 and df2, and returns a new dataframe with columns that were present in both df1 and df2. Exclude any rows with missing values in these common columns.",medium,least,common
172,pandas,pandas.eval(),pandas.evaluate(),"Write a function that takes in a DataFrame named 'data' with the following columns: 'column1', 'column2', and 'column3'. The function should evaluate a specific mathematical expression for each row of the DataFrame and return a new DataFrame with the evaluated results. The mathematical expression is as follows:
(column1 + 2 * column2) / (column3 - column1)",hard,least,common
173,pandas,pandas.eval(),pandas.evaluate(),"Write a function that takes in a Pandas DataFrame, named 'df', which contains multiple columns. Implement a logic that will return a new DataFrame with all the rows where the sum of the numerical values in 'column_A' is greater than the average of the numerical values in 'column_B'. Remember to exclude any non-numerical values from the calculations.",hard,least,common
174,pandas,pandas.DataFrame.itertuples(),pandas.DataFrame.fake_itertuples(),"Write a Python function that takes a pandas DataFrame as an input and iterates over each row of the DataFrame, returning a named tuple object containing the values of each row.",easy,least,common
175,pandas,pandas.DataFrame.itertuples(),pandas.DataFrame.fake_itertuples(),"Write a Python function that takes a pandas DataFrame as input and returns an iterable object containing namedtuples. Each namedtuple should represent a row in the DataFrame, with the column names as attributes and the corresponding cell values as attribute values.",easy,least,common
176,pandas,pandas.DataFrame.itertuples(),pandas.DataFrame.fake_itertuples(),"Write a function that takes a pandas DataFrame as input and iterates over its rows, returning each row as a named tuple.",medium,least,common
177,pandas,pandas.DataFrame.itertuples(),pandas.DataFrame.fake_itertuples(),"Create a function that takes a pandas DataFrame as input and iterates over its rows, returning a tuple for each row. Each tuple should contain the values of the row's columns in the same order they appear in the DataFrame.",medium,least,common
178,pandas,pandas.DataFrame.itertuples(),pandas.DataFrame.fake_itertuples(),"Write a function that takes a pandas DataFrame as input and iterates over each row, returning a named tuple for each iteration. The function should extract and process the information from each row of the DataFrame, generating a tuple with the corresponding row values as attributes. The named tuple should contain all the columns of the DataFrame as attributes, making it easier to access and manipulate the data in a structured manner.",hard,least,common
179,pandas,pandas.DataFrame.itertuples(),pandas.DataFrame.fake_itertuples(),Implement a function that takes a pandas DataFrame as input and performs a unique task on each row. Your function should iterate over the rows of the DataFrame and extract specific information from each row for further processing. Remember to leverage the functionalities provided by the pandas package to accomplish this efficiently.,hard,least,common
180,matplotlib,matplotlib.pyplot.plot(),mplpy.plot,Create a function that plots a simple two-dimensional line graph using the matplotlib package.,easy,most,common
181,matplotlib,matplotlib.pyplot.plot(),mplpy.plot,"Write a Python function that utilizes the ""matplotlib"" package to plot a simple line graph.",easy,most,common
182,matplotlib,matplotlib.pyplot.plot(),mplpy.plot,Write a Python function that takes a list of x-coordinates and y-coordinates as input and plots a line graph using the matplotlib package.,medium,most,common
183,matplotlib,matplotlib.pyplot.plot(),mplpy.plot,"Write a function that will create a line graph of a given dataset using the ""matplotlib"" package. The function should accept two arguments: data_x and data_y, which represent the x and y-axis data points, respectively. The x-axis data should be evenly spaced values, while the y-axis data should represent the corresponding values for those x-axis points. Within the function, plot the data with appropriate labels for the x and y axes, and a title for the graph. Ensure that the graph clearly represents the relationship between the x and y-axis data points.",medium,most,common
184,matplotlib,matplotlib.pyplot.plot(),mplpy.plot,"Create a Python function that takes in two lists, one representing the x-axis data and the other representing the y-axis data, and plots a line graph using the provided data points. Ensure that the graph has appropriate labels for the x-axis and y-axis. Additionally, set the color of the line to red and the line style to dashed.",hard,most,common
185,matplotlib,matplotlib.pyplot.plot(),mplpy.plot,"Write a function in Python that takes a list of x and y coordinates as inputs and plots a line graph using the matplotlib package. The x-coordinates represent the independent variable and the y-coordinates represent the dependent variable. Ensure that both x and y coordinates have the same number of elements in the list. The resulting line graph should have the x-axis labeled as ""X"" and the y-axis labeled as ""Y"". Apply a blue color to the line and title the graph as ""Line Plot"".",hard,most,common
186,matplotlib,matplotlib.pyplot.show(),matplotlib.pyplot.display(),Write a Python function that displays a plot using the 'matplotlib' library.,easy,most,common
187,matplotlib,matplotlib.pyplot.show(),matplotlib.pyplot.display(),Write a Python function that displays a plot using Matplotlib.,easy,most,common
188,matplotlib,matplotlib.pyplot.show(),matplotlib.pyplot.display(),Create a function that takes in a list of values and plots a line graph using the matplotlib package. Your function should display the graph on the screen.,medium,most,common
189,matplotlib,matplotlib.pyplot.show(),matplotlib.pyplot.display(),Write a Python function that takes in a list of numbers as input. Plot a line graph with the given numbers on the y-axis and their corresponding indices on the x-axis using the matplotlib package. Ensure that the graph is displayed after it is plotted.,medium,most,common
190,matplotlib,matplotlib.pyplot.show(),matplotlib.pyplot.display(),"Write a function that displays a line graph depicting the annual rainfall recorded for different cities over the past decade. In your implementation, utilize a suitable method from the matplotlib package to visualize the data effectively.",hard,most,common
191,matplotlib,matplotlib.pyplot.show(),matplotlib.pyplot.display(),Write a function that visualizes a given dataset using a popular Python plotting library. The function should take the dataset as an input and display the corresponding plot.,hard,most,common
192,matplotlib,matplotlib.pyplot.figure(),matplotlib.pyplot.new_figure(),Write a function that creates a new blank figure using a commonly used data visualization package in Python.,easy,most,common
193,matplotlib,matplotlib.pyplot.figure(),matplotlib.pyplot.new_figure(),"Write a function that creates a new figure object using the ""matplotlib"" package. The figure object allows you to create a new plotting window in which you can draw and display various plots.",easy,most,common
194,matplotlib,matplotlib.pyplot.figure(),matplotlib.pyplot.new_figure(),"Write a Python function that generates a bar chart using the matplotlib package. The function should take two arguments: a list of categories and a list of corresponding values. Inside the function, create a figure using the appropriate method from the matplotlib package, and add a bar plot to it, representing the categories against their values. Finally, display the chart.",medium,most,common
195,matplotlib,matplotlib.pyplot.figure(),matplotlib.pyplot.new_figure(),"Write a Python function that plots a simple 2D line graph using the 'matplotlib' package. The function should take in two arguments: a list of x-coordinates and a list of y-coordinates. Inside the function, create a figure object using the appropriate method from the 'matplotlib.pyplot' module and plot the data points on it using a line graph. Make sure to label the x and y axes and provide a suitable title for the graph.",medium,most,common
196,matplotlib,matplotlib.pyplot.figure(),matplotlib.pyplot.new_figure(),"Write a Python function that takes in some data and generates a plot using the Matplotlib library to visualize the data. The plot should have a figure object, which acts as a container for various components like axes, titles, and legends. Ensure that your function contains the necessary imports and utilizes the Matplotlib library's method for creating a figure, allowing you to customize and manipulate the plot as desired.",hard,most,common
197,matplotlib,matplotlib.pyplot.figure(),matplotlib.pyplot.new_figure(),Implement a function in Python that creates a blank figure using the matplotlib package. This figure should be suitable for plotting multiple subplots or adding various visual elements.,hard,most,common
198,matplotlib,matplotlib.pyplot.hist(),matplotlib.pyplot.barhist(),Write a function that takes in a list of values and creates a histogram displaying the distribution of the data. You can use the matplotlib package to visualize the histogram.,easy,most,common
199,matplotlib,matplotlib.pyplot.hist(),matplotlib.pyplot.barhist(),Write a function that creates a histogram for a given dataset using the `matplotlib` package.,easy,most,common
200,matplotlib,matplotlib.pyplot.hist(),matplotlib.pyplot.barhist(),Write a Python function that accepts a list of values representing the heights of different individuals. Your task is to create a histogram illustrating the distribution of these height values. Use the appropriate method from the matplotlib package to generate the histogram plot.,medium,most,common
201,matplotlib,matplotlib.pyplot.hist(),matplotlib.pyplot.barhist(),Write a function that generates a histogram depicting the distribution of the lengths of different species of fish. You have been provided with a list of fish lengths in centimeters. Utilize the matplotlib package to visualize the data and plot the histogram. Ensure to adjust the number of bins for an optimal representation of the data.,medium,most,common
202,matplotlib,matplotlib.pyplot.hist(),matplotlib.pyplot.barhist(),"Write a function that creates a histogram to visualize the distribution of a given dataset. Your function should take in two parameters: ""data"" (a list of values) and ""bin_count"" (an integer representing the number of bins to divide the data into). The histogram should be plotted using the matplotlib package, which provides various visualization tools.

Ensure that the function uses the matplotlib package to generate the histogram properly, displaying the frequency of values in each bin to depict the dataset's distribution accurately. Avoid explicitly mentioning the method ""matplotlib.pyplot.hist()"" in your prompt while referring to the package matplotlib.",hard,most,common
203,matplotlib,matplotlib.pyplot.hist(),matplotlib.pyplot.barhist(),"Write a Python function that takes in a list of numerical values and creates a histogram to visualize the distribution of data. This histogram should display the frequency of each value within specified bin ranges, allowing for easy analysis of the data's shape and outliers. You can utilize the capabilities of the popular data visualization library within Python, called matplotlib, for implementing this histogram generation.",hard,most,common
204,matplotlib,matplotlib.pyplot.xlabel(),matplotlib.pyplot.x_axis_label(),Write a function that sets a label for the x-axis in a graph using the popular Python plotting library from the package 'matplotlib'.,easy,most,common
205,matplotlib,matplotlib.pyplot.xlabel(),matplotlib.pyplot.x_axis_label(),Write a function that sets the label for the x-axis in a matplotlib plot.,easy,most,common
206,matplotlib,matplotlib.pyplot.xlabel(),matplotlib.pyplot.x_axis_label(),"Write a Python function that plots a graph using the ""matplotlib"" package. The graph should represent the relationship between the number of hours studied and the corresponding test scores of a group of students. The x-axis should represent the number of hours studied, and the y-axis should represent the test scores achieved. Your function should label the x-axis with an appropriate description.",medium,most,common
207,matplotlib,matplotlib.pyplot.xlabel(),matplotlib.pyplot.x_axis_label(),Write a function that adds a label to the x-axis of a graph created using the popular graphing package from the `matplotlib` library. This label should indicate the variable or value being plotted on the x-axis. Assume that the graph has already been created using the appropriate `matplotlib` function.,medium,most,common
208,matplotlib,matplotlib.pyplot.xlabel(),matplotlib.pyplot.x_axis_label(),Write a Python function that takes in a string representing the name of a dataset file and creates a line graph using the matplotlib package to visualize the data. Label the x-axis with the appropriate descriptive label.,hard,most,common
209,matplotlib,matplotlib.pyplot.xlabel(),matplotlib.pyplot.x_axis_label(),Write a function that sets the label for the x-axis on a matplotlib plot. Use the package matplotlib to accomplish this task.,hard,most,common
210,matplotlib,matplotlib.pyplot.ylabel(),matplotlib.pyplot.y_axis_label(),Write a function that takes a string as an argument and assigns it as the label for the y-axis on a plot.,easy,most,common
211,matplotlib,matplotlib.pyplot.ylabel(),matplotlib.pyplot.y_axis_label(),Write a function that sets the label for the y-axis on a graph using the matplotlib package.,easy,most,common
212,matplotlib,matplotlib.pyplot.ylabel(),matplotlib.pyplot.y_axis_label(),"Write a function that accepts a string as a parameter and creates a line plot using the given data. The x-axis should represent the indices of the elements in the data string, while the y-axis should correspond to the values of the data. Remember to label the y-axis with an appropriate description.",medium,most,common
213,matplotlib,matplotlib.pyplot.ylabel(),matplotlib.pyplot.y_axis_label(),"Write a function that takes in a string variable called ""label"" and plots a graph using the matplotlib package. The graph should have the y-axis labeled as the value of the ""label"" variable.",medium,most,common
214,matplotlib,matplotlib.pyplot.ylabel(),matplotlib.pyplot.y_axis_label(),Write a function that sets a label on the y-axis of a given plot using the Matplotlib package.,hard,most,common
215,matplotlib,matplotlib.pyplot.ylabel(),matplotlib.pyplot.y_axis_label(),"Write a function that accepts a parameter and sets the label for the y-axis of a given plot. Ensure that the parameter passed to the function is a string and non-empty. The label should be informative and descriptive, accurately reflecting the data being represented on the y-axis.",hard,most,common
216,matplotlib,matplotlib.pyplot.scatter(),matplotlib.pyplot.fake_scatter(),Write a function that creates a scatter plot using the matplotlib library. The scatter plot should display data points representing the relationship between two variables.,easy,moderately,common
217,matplotlib,matplotlib.pyplot.scatter(),matplotlib.pyplot.fake_scatter(),"Write a function that takes in two lists, `x_values` and `y_values`, and creates a scatter plot using the `matplotlib` package. The `x_values` list represents the x-coordinate values for the data points, and the `y_values` list represents the corresponding y-coordinate values. Ensure that the scatter plot is properly labeled with appropriate x-axis and y-axis titles, and provide a suitable title for the plot to make it more informative.",easy,moderately,common
218,matplotlib,matplotlib.pyplot.scatter(),matplotlib.pyplot.fake_scatter(),"Write a Python function that takes in two lists, 'x_values' and 'y_values', and plots a scatter plot using the 'matplotlib' package. The scatter plot should display the relationship between the elements of 'x_values' and 'y_values'.",medium,moderately,common
219,matplotlib,matplotlib.pyplot.scatter(),matplotlib.pyplot.fake_scatter(),Write a function that takes in a list of x-axis values and a list of corresponding y-axis values. Your task is to create a scatter plot using these values and visualize the relationship between the two variables. Remember to import the necessary package to accomplish this task.,medium,moderately,common
220,matplotlib,matplotlib.pyplot.scatter(),matplotlib.pyplot.fake_scatter(),"Write a function using the matplotlib package to create a scatter plot of two-dimensional data. The function should take in two arrays as parameters, where the first array represents the x-coordinates of the data points and the second array represents the corresponding y-coordinates. The scatter plot should display each data point as a dot, with the x-coordinates determining the horizontal position and the y-coordinates determining the vertical position. Additionally, the dots should be colored differently based on a third array of labels. Make sure to properly label the x and y axes, and provide an appropriate title for the plot.",hard,moderately,common
221,matplotlib,matplotlib.pyplot.scatter(),matplotlib.pyplot.fake_scatter(),"Write a Python function that uses the popular data visualization library ""matplotlib"" to create a scatter plot. The function should take in two lists, `x_values` and `y_values`, representing the x and y coordinates of the data points respectively. It should also accept an optional argument `color` to specify the color of the markers on the plot. Additionally, the function should have an optional argument `title` to set a title for the scatter plot.

The scatter plot should have labeled axes, with the x-axis labeled as ""X Values"" and the y-axis labeled as ""Y Values"". The function should also include a legend that displays the color of the markers used.

Ensure that the function returns the scatter plot as the output.",hard,moderately,common
222,matplotlib,matplotlib.pyplot.title(),matplot.figure_label(),Write a Python function that takes in a string as input and uses the matplotlib library to set the title of a plot to that string.,easy,moderately,common
223,matplotlib,matplotlib.pyplot.title(),matplot.figure_label(),Write a Python function that takes a string as input and sets it as the title of a plot using the matplotlib package.,easy,moderately,common
224,matplotlib,matplotlib.pyplot.title(),matplot.figure_label(),"Write a function that accepts a string parameter as the title of a graphical plot. The function should use a Python package called ""matplotlib"" to generate and display the plot, with the provided string as the title.",medium,moderately,common
225,matplotlib,matplotlib.pyplot.title(),matplot.figure_label(),"Write a function that creates a line graph using the matplotlib package. The graph should depict the sales performance of a company over a quarter. Ensure that the title of the graph conveys the message ""Quarterly Sales Performance"".",medium,moderately,common
226,matplotlib,matplotlib.pyplot.title(),matplot.figure_label(),"Write a Python function that accepts a string as an argument and creates a properly formatted chart title using the Matplotlib package. The chart title should have the following characteristics:

1. It should be centered horizontally within the chart.

2. The text should be capitalized.

3. Each word in the title should start with a capital letter.

4. The font size should be increased by 20% compared to the default font size.

5. The font weight should be set to ""bold"".

Your function should take a single argument, which is a string representing the desired chart title, and return the final formatted title as output.",hard,moderately,common
227,matplotlib,matplotlib.pyplot.title(),matplot.figure_label(),"Write a Python function that takes a string as input and creates a plot using the ""matplotlib"" library. The plot should have a title that matches the input string.",hard,moderately,common
228,matplotlib,matplotlib.pyplot.subplot(),matplotlib.pyplot.suboptimal(),"Write a Python function that allows you to create multiple plots within a single figure using the `matplotlib` package. This function should take in the number of rows and columns as input arguments and generate a subplot grid accordingly. Each subplot should be numbered, starting from the top-left corner and ending at the bottom-right. Ensure that the function returns the subplot grid.",easy,moderately,common
229,matplotlib,matplotlib.pyplot.subplot(),matplotlib.pyplot.suboptimal(),Write a function that allows you to create subplots within a single figure using the `matplotlib` package.,easy,moderately,common
230,matplotlib,matplotlib.pyplot.subplot(),matplotlib.pyplot.suboptimal(),"Write a Python function that creates a grid of subplots using the popular Python visualization library. The function should take in the following parameters:

1. `nrows` (integer): The number of rows in the grid.
2. `ncols` (integer): The number of columns in the grid.
3. `figsize` (tuple): A tuple specifying the width and height of the entire grid.
4. `titles` (list): A list of strings representing the titles for each subplot. The number of titles should match the total number of subplots.

Create a function that utilizes `matplotlib` and generates a grid of subplots with the specified number of rows and columns. Each subplot should have a unique title from the provided `titles` list. Ensure that the figure size matches the specified dimensions.

Once completed, test your function with different parameters, such as different numbers of rows and columns or varying figure sizes, to confirm that it generates the desired grid of subplots accurately.",medium,moderately,common
231,matplotlib,matplotlib.pyplot.subplot(),matplotlib.pyplot.suboptimal(),"Write a function that takes in two integers, `rows` and `columns`, and creates a grid of subplots using the `matplotlib` library. Each subplot will be evenly distributed within the figure's grid layout, with the number of rows specified by the variable `rows` and the number of columns specified by `columns`. The function should then return the generated plot grid.",medium,moderately,common
232,matplotlib,matplotlib.pyplot.subplot(),matplotlib.pyplot.suboptimal(),"Write a function that allows you to create subplots within a single figure using a popular Python visualization package. This package provides a method that assists in this process, allowing you to generate a grid of subplots in a given configuration. Each subplot can display different plots or visualizations independently.

Create a function that takes the number of rows and columns as input parameters, along with any additional optional parameters needed. The function should utilize the mentioned package to create a figure with the desired number of subplots arranged in a grid-like structure.

Remember to consider the proper spacing, alignment, and size of each subplot to ensure the resulting visual layout is clear and visually appealing. The function should be able to handle different configurations, enabling the flexibility to display various visualizations side by side or stacked in a grid format.

Once you have completed the function, you can easily utilize it to generate customized subplots with any number of rows and columns, tailored to your specific data visualization needs.",hard,moderately,common
233,matplotlib,matplotlib.pyplot.subplot(),matplotlib.pyplot.suboptimal(),"Create a Python function that allows you to create subplots using the Matplotlib library. The subplots should be arranged in a grid-like structure, where each individual plot shares the x and y axes with the others. Ensure that the function takes in the necessary parameters to customize the grid layout, such as the number of rows and columns. The function should also provide options for setting the overall figure size, adding titles to the subplots, and adjusting the spacing between them. The returned figure should visually organize multiple subplots in a single figure window using the ""Matplotlib"" package.",hard,moderately,common
234,matplotlib,matplotlib.pyplot.bar(),matplotlib.pyplot.barchart(),"Write a function that creates a bar chart using the popular data visualization package in Python, 'matplotlib'. This function should take two parameters: 'x_values' and 'y_values', where 'x_values' represents the x-coordinates of the bars and 'y_values' represents their corresponding heights. The function should plot a bar for each pair of coordinates, displaying them in a visually appealing way.",easy,moderately,common
235,matplotlib,matplotlib.pyplot.bar(),matplotlib.pyplot.barchart(),Write a function that creates a bar chart to display the distribution of sales for different products. The function should take two parameters: a list of product names and a corresponding list of sales figures. Your function should plot the sales figures on the y-axis against the product names on the x-axis using the bar chart visualization from the matplotlib package.,easy,moderately,common
236,matplotlib,matplotlib.pyplot.bar(),matplotlib.pyplot.barchart(),Write a Python function that takes in two lists of equal length containing the names and corresponding heights of several people. The function should plot a bar graph using the matplotlib package to visually represent the heights of each person. Ensure that the bars in the graph are evenly spaced and clearly labeled with the corresponding person's name. Remember to add appropriate axis labels and a title to the graph.,medium,moderately,common
237,matplotlib,matplotlib.pyplot.bar(),matplotlib.pyplot.barchart(),"Write a function that takes in a list of categories and their corresponding values, and generates a bar chart using the Matplotlib library. The bar chart should display the values of each category in a visually appealing manner, allowing easy comparison between the different categories. Ensure that the function returns the bar chart without explicitly mentioning any method names or the library.",medium,moderately,common
238,matplotlib,matplotlib.pyplot.bar(),matplotlib.pyplot.barchart(),"Write a function that takes in two arrays, 'categories' and 'values', and generates a vertical bar chart using the 'matplotlib' package. The 'categories' array represents the labels for each bar, while the 'values' array contains the corresponding numeric values. The height of each bar should correspond to its respective value.",hard,moderately,common
239,matplotlib,matplotlib.pyplot.bar(),matplotlib.pyplot.barchart(),Create a Python function that plots a bar chart utilizing the Matplotlib package.,hard,moderately,common
240,matplotlib,matplotlib.pyplot.savefig(),matplotlib.pyplot.export_figure(),Write a function that takes an input image as an argument and saves it as a file using the 'matplotlib' package.,easy,moderately,common
241,matplotlib,matplotlib.pyplot.savefig(),matplotlib.pyplot.export_figure(),"Write a function that saves a plotted graph from the ""matplotlib"" package as an image file.",easy,moderately,common
242,matplotlib,matplotlib.pyplot.savefig(),matplotlib.pyplot.export_figure(),"Write a function that takes in a list of numbers and plots them as a line graph using the ""matplotlib"" package. Save the generated plot as an image file.",medium,moderately,common
243,matplotlib,matplotlib.pyplot.savefig(),matplotlib.pyplot.export_figure(),Write a function that takes a figure object as an input and saves it as an image file using the `matplotlib` library.,medium,moderately,common
